route_key,isBasicEconomy_num,route_avg_price_30_hist,seatsRemaining,travelDuration_mins,flight_dayofweek,totalTravelDistance,route_avg_price_hist,dot_avg_fare,days_to_departure,isNonStop_num,market_share_route,route_std_price_hist,capacity_pressure,price_urgency,has_business_segment,elapsedDays,duration_per_mile,passengers_route,market_pressure,other_carriers_share,is_multi_airline,low_fare_carrier_share,route_avg_price_lag_1w
BOS_IAD,0.0,291.56800000000004,7.0,313.0,3.0,406.0,301.40058536585366,145.4666753,29.0,0.0,0.3109759268,156.84780593300013,0.20833333333333334,9.717337591522362,0.0,0.0,0.42045454545454547,6271.630435,21093528.616502773,0.3780481463999999,1.0,0.3109759268,291.5388096313624
BOS_JFK,0.0,194.25083333333333,7.0,81.0,3.0,185.0,194.81430599274373,161.1967721,29.0,1.0,0.3751117222,134.83806913047647,0.20588235294117646,5.683155565097221,0.0,0.0,0.43548387096774194,3161.956522,10651924.98619171,0.2909247164,0.0,0.3339635614,168.6315628312957
BOS_LAX,0.0,469.66350000000006,7.0,509.0,3.0,2643.0,484.255475796548,422.8756695,28.0,0.0,0.3030380977,175.47032314208212,0.19444444444444445,15.541521394095374,0.0,0.0,0.18835098335854766,3803.152174,15908506.803232634,0.5529166309,1.0,0.1440452714,482.94135549064043
BOS_LGA,0.0,137.694,7.0,87.0,3.0,185.0,141.26105024768702,161.1967721,29.0,1.0,0.3751117222,93.39801343817388,0.225,5.810158743623901,0.0,0.0,0.45161290322580644,3161.956522,10651924.98619171,0.2909247164,0.0,0.3339635614,169.2708395304625
BOS_MIA,0.0,231.10666666666665,7.0,336.0,3.0,1289.0,239.57287047003945,188.9295439,28.0,0.0,0.3525726696,109.56020456945508,0.20454545454545456,7.91227144310419,0.0,0.0,0.2544333076329992,3903.913043,14579855.591875736,0.4643891302,1.0,0.1830382002,237.85938776541
BOS_OAK,0.0,638.0183333333334,7.0,775.0,3.0,3039.0,677.5043119266055,432.7758681,31.0,0.0,0.3202943814,217.1384183838798,0.1891891891891892,16.278825945251707,0.0,0.0,0.2517772511848341,3515.108696,13584114.920501852,0.5024274096,1.0,0.177278209,528.9618054182182
BOS_ORD,0.0,213.22666666666666,7.0,175.0,3.0,862.0,226.36393967422455,189.9058083,28.0,1.0,0.3715061121,106.5367713899578,0.20930232558139536,7.313112929239928,0.0,0.0,0.20278099652375434,4685.978261,17043978.71416258,0.43299853869999994,0.0,0.1954953492,216.36371804560252
BOS_PHL,0.0,200.33666666666664,7.0,100.0,3.0,280.0,227.4695449620802,161.6929659,27.0,1.0,0.6493442217,135.3258045873948,0.225,7.3871153940776715,0.0,0.0,0.34519572953736655,1756.956522,8488627.439130133,0.17248205890000004,0.0,0.1781737194,217.24466938676056
BOS_SFO,0.0,500.19300000000004,7.0,529.0,3.0,2751.0,541.087920461445,432.7758681,29.0,0.0,0.3202943814,216.31775062702866,0.2,17.939342027412625,0.0,0.0,0.1875,3515.108696,13584114.920501852,0.5024274096,1.0,0.177278209,541.8605493452582
CLT_DEN,0.0,388.8845,7.0,378.0,3.0,1580.0,420.5608105431983,271.1937741,28.0,0.0,0.5354051517,177.38049284105116,0.20454545454545456,13.45470126335282,0.0,0.0,0.22596052527594107,1042.282609,4113246.7238938143,0.22703097299999997,1.0,0.2375638753,378.0074555014989
CLT_DFW,0.0,315.35816666666665,7.0,343.0,3.0,994.0,317.5356042717619,310.7969706,27.0,0.0,0.8237872589,128.42959532854087,0.1839419978517723,11.161168847958765,0.0,0.0,0.2875610949445805,1115.869565,7845036.166589495,0.15478277809999996,1.0,0.021429963,316.23959992501995
CLT_DTW,0.0,281.638,7.0,318.5,2.0,832.0,286.7105936848279,233.4276198,22.0,0.0,0.4861227923,115.76480763381684,0.23606811145510836,12.17190261388692,0.0,0.0,0.3452958292919496,646.1956522,3059096.976471204,0.02775441540000001,1.0,0.4861227923,282.8957563993977
CLT_EWR,0.0,239.16333333333333,7.0,134.0,3.0,545.0,243.59251801610853,206.6485771,26.0,1.0,0.6429314565,99.43970923653312,0.20930232558139536,8.439375082815822,0.0,0.0,0.2454212454212454,3552.173913,17358389.054671507,0.2545593636,0.0,0.1025091799,229.24144797777055
CLT_IAD,0.0,221.88850000000002,7.0,112.0,3.0,327.0,223.98979325425353,172.4900498,27.5,1.0,0.7508173419,104.61453522618567,0.19399641577060933,7.642649594523957,0.0,0.0,0.2945256116880831,1529.347826,9103757.764232218,0.10881307739999996,0.0,0.1403695807,215.0951465201465
CLT_JFK,0.0,260.10633333333334,7.0,269.0,2.0,552.0,264.7215018315018,206.6485771,24.0,0.0,0.6429314565,129.8964348621523,0.2413793103448276,9.31050539272514,0.0,0.0,0.35804701627486435,3552.173913,17358389.054671507,0.2545593636,1.0,0.1025091799,229.09267397448454
CLT_LAX,0.0,470.2358333333333,7.0,497.0,3.0,2275.0,498.68195269183445,385.0106619,28.0,0.0,0.7785111845,187.01975605386116,0.18808962264150944,16.123539244060492,0.0,0.0,0.20615911035072712,1185.652174,7638250.347803778,0.19325265849999998,1.0,0.028236157,474.6081349071105
CLT_LGA,0.0,195.95366666666666,7.0,231.5,2.0,548.0,201.53317062338192,206.6485771,27.0,0.0,0.6429314565,70.0151727517525,0.23076923076923078,8.245389343068783,0.0,0.0,0.3533916849015317,3552.173913,17358389.054671507,0.2545593636,1.0,0.1025091799,229.00980025682847
CLT_MIA,0.0,277.0743333333333,7.0,334.0,3.0,824.0,284.3857847533632,229.4640644,27.0,0.0,0.670351362,132.41306987593612,0.20588235294117646,9.918162637468779,0.0,0.0,0.33575757575757575,1101.304348,5858354.0748016955,0.04599289379999999,1.0,0.2836557442,274.4798422847054
CLT_OAK,0.0,640.7916666666665,6.0,762.0,3.0,2708.0,701.2931043045319,432.8710813,31.0,0.0,0.7140115163,248.08288240492465,0.17391304347826086,17.615163457211246,0.0,0.0,0.2816414686825054,679.5652174,3767017.1631291234,0.18554062699999996,1.0,0.1004478567,556.2064590599473
CLT_ORD,0.0,262.4053333333333,7.0,331.0,3.0,921.0,251.26428970917226,223.5675284,27.0,0.0,0.5280297079,117.78807081278366,0.20454545454545456,9.68785967555416,0.0,0.0,0.3080568720379147,1522.065217,5965030.550686774,0.26522887949999996,1.0,0.2067414126,250.14209533487858
CLT_PHL,0.0,278.038,7.0,326.0,3.0,895.0,285.2526990079915,218.6075209,27.0,0.0,0.7172207695,130.15746535506878,0.1891891891891892,9.8595884690208,0.0,0.0,0.3620146904512067,872.9347826,5124114.301533271,0.013696924399999977,1.0,0.2690823061,277.4881995578369
CLT_SFO,0.0,555.6160000000001,7.0,555.0,3.0,2516.0,603.475561312608,432.8710813,28.0,0.0,0.7140115163,215.36538991822337,0.2,20.172799034977185,0.0,0.0,0.21206148994875837,679.5652174,3767017.1631291234,0.18554062699999996,1.0,0.1004478567,593.1793928260468
DEN_DFW,0.0,224.83833333333334,7.0,137.0,3.0,650.0,269.7264272559853,175.0246815,29.0,1.0,0.3588840311,221.0995165720483,0.2,7.697156657135968,0.0,0.0,0.1991722710812209,3455.76087,12454290.083620083,0.4347497877,0.0,0.2063661812,225.05748826723672
DEN_DTW,0.0,358.28000000000003,6.0,388.0,3.0,1285.0,373.956976331361,265.3654422,28.0,0.0,0.561396564,141.81265351423542,0.17647058823529413,11.868216090412156,0.0,0.0,0.2491258741258741,1372.934783,5656707.36055683,0.23751088589999997,1.0,0.2010925501,357.118458110517
DEN_EWR,0.0,370.82133333333337,7.0,408.5,3.0,1694.0,394.7620609367024,270.3372925,29.0,0.0,0.4944779923,140.9666424517734,0.1956521739130435,13.720443366327494,0.0,0.0,0.22014413698651525,4734.021739,19328435.044998337,0.38693086590000003,1.0,0.1185911418,406.7887188091581
DEN_IAD,0.0,402.47999999999996,7.0,397.0,3.0,1673.0,434.09482689747006,280.2291501,26.0,0.0,0.4153398605,152.35530550129636,0.21875,14.901100217268645,0.0,0.0,0.22698684962835905,3474.891304,11999949.984568197,0.32325064909999995,1.0,0.2614094904,401.41316165262094
DEN_JFK,0.0,511.76166666666666,9.0,543.0,3.0,1891.0,515.9184785932722,270.3372925,29.0,0.0,0.4944779923,156.38150598759714,0.23076923076923078,13.522684961664234,0.0,0.0,0.2670212765957447,4734.021739,19328435.044998337,0.38693086590000003,1.0,0.1185911418,404.66749126152735
DEN_LAX,0.0,254.567,7.0,277.0,3.0,937.0,271.96928645115463,167.198293,26.0,0.0,0.469351143,124.14856300528086,0.20454545454545456,9.208211044541347,0.0,0.0,0.2623199393479909,6119.456522,25227253.805696934,0.4252651024,1.0,0.1053837546,256.3958662490798
DEN_LGA,0.0,305.1818333333333,7.0,409.0,3.0,1634.0,320.58963088378357,270.3372925,28.0,0.0,0.4944779923,115.40887259423485,0.2,13.773514729336402,0.0,0.0,0.215929203539823,4734.021739,19328435.044998337,0.38693086590000003,1.0,0.1185911418,405.4219529301307
DEN_MIA,0.0,377.1206666666667,7.0,472.0,3.0,1834.0,390.3574737845567,235.0770534,27.0,0.0,0.2922366317,156.09867732651753,0.2,12.935572688137269,0.0,0.0,0.22083805209513024,1835.543478,7975286.945061197,0.575945994,1.0,0.1318173743,371.3337012265512
DEN_OAK,0.0,393.231,7.0,463.0,3.0,1186.0,400.66917341040465,209.1613123,28.0,0.0,0.4291338583,177.5679903840894,0.1875,12.199854694610575,0.0,0.0,0.34877843302443134,3727.173913,14974830.980259791,0.4507728200000001,1.0,0.1200933217,352.59733808500147
DEN_ORD,0.0,323.1255,7.0,266.0,3.0,1034.0,356.3447695063047,211.6326152,28.0,0.0,0.4118746329,158.14810244532214,0.225,11.28614787175263,0.0,0.0,0.20218265364732912,4071.521739,14623725.702864774,0.2030006941,1.0,0.385124673,329.23493502529215
DEN_PHL,0.0,398.67699999999996,7.0,420.0,3.0,1671.0,427.0023862998315,300.2210942,28.0,0.0,0.3470171294,139.68472188349855,0.1956521739130435,13.516661540516864,0.0,0.0,0.23396613648024628,1472.173913,5008284.271460452,0.38386001180000007,1.0,0.2691228588,394.29609325798975
DEN_SFO,0.0,318.17333333333335,7.0,305.0,3.0,1187.0,353.047831353687,209.1613123,28.0,0.0,0.4291338583,238.45334900761458,0.21212121212121213,12.462949634449785,0.0,0.0,0.25422365245374096,3727.173913,14974830.980259791,0.4507728200000001,1.0,0.1200933217,353.6712458540597
DFW_DTW,0.0,333.5765,7.0,357.0,3.0,1328.0,341.38536240916665,259.7241692,24.0,0.0,0.3882705817,115.56681294221914,0.2,13.387111493423554,0.0,0.0,0.26346153846153847,1377.065217,5115202.375417483,0.43547241299999995,1.0,0.1762570053,330.2220490969968
DFW_EWR,0.0,296.9316666666667,7.0,344.0,3.0,1480.0,308.37659777424483,208.4403522,29.0,0.0,0.480594444,122.9900086820623,0.1956521739130435,9.65783801229318,0.0,0.0,0.22444041137326073,5931.73913,23808284.905182555,0.3929487649999999,1.0,0.126456791,281.3977897261969
DFW_IAD,0.0,331.20033333333333,7.0,366.0,3.0,1266.0,345.7698359433259,255.828832,27.0,0.0,0.4464538895,121.00646352463905,0.21951219512195122,11.4673606271089,0.0,0.0,0.2612470402525651,3449.891304,12906135.399475506,0.17291029970000005,1.0,0.3806358108,332.31500408163265
DFW_JFK,0.0,370.1403333333334,7.0,420.0,3.0,1487.0,374.05417475501883,208.4403522,28.0,0.0,0.480594444,191.32263909330905,0.21428571428571427,9.589619175605945,0.0,0.0,0.27014138727785875,5931.73913,23808284.905182555,0.3929487649999999,1.0,0.126456791,276.58305024277405
DFW_LAX,0.0,285.5736666666666,7.0,343.0,3.0,1456.0,311.78293462327764,250.2465367,27.0,0.0,0.4696878147,122.47642486181329,0.17647058823529413,10.18315098276513,0.0,0.0,0.2201467645096731,5936.413043,22280961.850393638,0.34913485310000003,1.0,0.1811773322,293.29601223238086
DFW_LGA,0.0,221.9836666666667,7.0,246.0,3.0,1384.0,242.1255011323728,208.4403522,28.0,1.0,0.480594444,98.3513530587653,0.2052139037433155,9.671509248717964,0.0,0.0,0.1781317885590152,5931.73913,23808284.905182555,0.3929487649999999,0.0,0.126456791,277.4671880918866
DFW_MIA,0.0,276.6023333333333,7.0,349.0,3.0,1289.0,285.1667483603728,218.79623,26.0,0.0,0.4835061263,115.23092839834857,0.2,10.500535886575967,0.0,0.0,0.2550335570469799,2767.826087,10268328.006362269,0.21449890039999997,1.0,0.3019949733,276.9310340734534
DFW_OAK,0.0,448.41766666666666,5.0,669.0,3.0,1954.0,462.41586368366285,263.5991927,29.0,0.0,0.3959157828,189.98951921844056,0.16071428571428573,13.438368045839988,0.0,0.0,0.34267340376665134,2746.521739,11141662.937876118,0.4843280038000001,1.0,0.1197562134,411.3803764172336
DFW_ORD,0.0,279.34633333333335,7.0,318.0,3.0,1122.0,302.67689310167077,210.6382177,28.0,0.0,0.3681434059,130.34321190724393,0.17307692307692307,9.75864237225113,0.0,0.0,0.2693020941069184,4244.565217,14457149.58410514,0.26371318820000006,1.0,0.3681434059,287.15968314743316
DFW_PHL,0.0,333.5560000000001,7.0,376.0,3.0,1392.0,347.2538380872483,283.9936419,27.0,0.0,0.6349419477,130.86737373281093,0.18421052631578946,11.652755605712471,0.0,0.0,0.25340990667623836,1376.195652,6565907.20124275,0.2430297765,1.0,0.1220282758,329.03914744797066
DFW_SFO,0.0,357.83633333333336,7.0,361.0,3.0,1591.0,412.21269763651185,263.5991927,27.0,0.0,0.3959157828,169.27645844855869,0.21052631578947367,14.85949033896282,0.0,0.0,0.20685358255451713,2746.521739,11141662.937876118,0.4843280038000001,1.0,0.1197562134,422.44120049789217
DTW_EWR,0.0,241.85466666666665,4.0,307.0,3.0,612.0,251.87903159340658,203.4616029,26.0,0.0,0.4986850301,123.33561198946828,0.14893617021276595,9.842931537572202,0.0,0.0,0.36628511966701355,3141.086957,12216529.88058019,0.3360440169,1.0,0.165270953,264.71375773779374
DTW_IAD,0.0,221.4805,7.0,101.0,3.0,391.0,241.81708347267647,176.2857789,28.0,1.0,0.6506814419,142.96194051361712,0.20454545454545456,8.254319102353586,0.0,0.0,0.25,1706.73913,8293669.456423875,0.2023945994,0.0,0.1469239587,227.29276949940817
DTW_JFK,0.0,365.68233333333336,7.0,415.0,3.0,807.0,362.95576543166544,203.4616029,30.0,0.0,0.4986850301,161.49414681122636,0.20833333333333334,8.607635088528022,0.0,0.0,0.43077002694151956,3141.086957,12216529.88058019,0.3360440169,1.0,0.165270953,265.5542699166645
DTW_LAX,0.0,455.2911666666667,7.0,495.0,3.0,2233.0,469.79885468140446,372.1971746,28.0,0.0,0.5800993914,138.26510752512485,0.17073170731707318,15.217651805188757,0.0,0.0,0.20652173913043478,1946.630435,8520985.260520559,0.12915293979999998,1.0,0.2907476688,460.8791265925678
DTW_LGA,0.0,201.88766666666666,7.0,244.0,3.0,612.0,207.59183377308707,203.4616029,28.0,0.0,0.4986850301,87.35861775697062,0.2,9.290116146242312,0.0,0.0,0.33111322549952427,3141.086957,12216529.88058019,0.3360440169,1.0,0.165270953,265.395990611645
DTW_MIA,0.0,275.572,6.0,399.0,3.0,1589.0,288.31482001755927,192.2963643,27.0,0.0,0.5385082202,136.51727537152982,0.1724137931034483,9.818939166512003,0.0,0.0,0.2641509433962264,1970.217391,8798334.242445352,0.0724925522,1.0,0.3889992276,279.6930821823679
DTW_OAK,0.0,573.5293333333333,5.0,701.0,3.0,2525.0,603.10963291551,438.1244134,30.0,0.0,0.7468342644,221.0396598014093,0.16071428571428573,18.066941780202754,0.0,0.0,0.2859203971818509,1167.391304,7089197.835699519,0.220018622,1.0,0.0331471136,563.4331492847766
DTW_ORD,0.0,220.32733333333334,7.0,88.0,3.0,240.0,230.4018116301274,194.963646,29.0,1.0,0.5668782323,116.43231380730077,0.20930232558139536,7.6555355665839535,0.0,0.0,0.35684647302904565,924.7826087,4021877.3636960047,0.3159379407,0.0,0.117183827,222.99717068645637
DTW_PHL,0.0,297.51266666666663,6.0,316.0,3.0,912.0,302.06076062639823,230.025157,24.0,0.0,0.4403266332,128.66092010083133,0.1724137931034483,11.788273800827177,0.0,0.0,0.34611171960569553,692.173913,2429182.9390720865,0.2947550251,1.0,0.2649183417,298.80660855251193
DTW_SFO,0.0,558.779,7.0,526.0,3.0,2463.0,603.0439707585067,438.1244134,27.0,0.0,0.7468342644,298.36442625606986,0.20588235294117646,20.103100518169377,0.0,0.0,0.2136015325670498,1167.391304,7089197.835699519,0.220018622,1.0,0.0331471136,563.8433633590292
EWR_IAD,0.0,323.14000000000004,7.0,324.5,3.0,872.0,325.4238017953358,196.5215954,27.0,0.0,0.3010938116,139.0030544098936,0.23333333333333334,13.24581919608898,0.0,0.0,0.38288288288288286,2206.086957,9768708.657935638,0.5817402444,1.0,0.117165944,375.3338085515247
EWR_LAX,0.0,420.19633333333337,7.0,481.0,3.0,2470.0,447.3978837342498,426.8098754,27.0,0.0,0.2802079937,154.5925717089017,0.2,15.362632395541901,0.0,0.0,0.18651066758430832,12667.6087,45241018.88847073,0.4588217123000001,1.0,0.260970294,448.76641209449315
EWR_MIA,0.0,250.7305,7.0,284.5,3.0,1104.0,253.23457702122218,184.0920563,29.0,0.0,0.3029342747,126.53848029120303,0.2,7.702238444289604,0.0,0.0,0.20134228187919462,16258.36957,67505964.96263435,0.5491419135,1.0,0.1479238118,230.9818172737533
EWR_OAK,0.0,553.3340000000001,7.0,668.0,3.0,2842.0,575.0889152542373,413.6668856,29.0,0.0,0.3468845686,188.74698452763843,0.18421052631578946,18.204739282197938,0.0,0.0,0.23250087935279634,8839.23913,31351441.936409622,0.4292126265,1.0,0.2239028049,536.8903258288699
EWR_ORD,0.0,231.10466666666667,7.0,162.0,3.0,720.0,245.57823080377187,187.8161357,29.0,1.0,0.3864492632,122.97573166229787,0.2,9.51500553613263,0.0,0.0,0.22330097087378642,10386.08696,36378427.14490212,0.22710147359999994,0.0,0.3864492632,283.95877457538745
EWR_SFO,0.0,468.6103333333334,7.0,491.0,3.0,2595.0,510.4934580449906,413.6668856,26.0,0.0,0.3468845686,204.2428862797042,0.21951219512195122,19.85892054520257,0.0,0.0,0.1797583081570997,8839.23913,31351441.936409622,0.4292126265,1.0,0.2239028049,548.9082476994862
IAD_JFK,0.0,387.8426666666667,7.0,433.0,3.0,872.0,384.3989445628998,196.5215954,25.0,0.0,0.3010938116,122.79156123625745,0.22580645161290322,14.277321180129777,0.0,0.0,0.547945205479452,2206.086957,9768708.657935638,0.5817402444,1.0,0.117165944,375.2717265457242
IAD_LAX,0.0,487.46133333333336,7.0,520.0,3.0,2448.0,513.4258549222798,363.1836227,29.0,0.0,0.3592477073,144.51117405579603,0.2,15.81915132145117,0.0,0.0,0.20522388059701493,4669.782609,18398131.15998317,0.4930636376,1.0,0.1476886551,487.1120987257874
IAD_LGA,0.0,389.05150000000003,7.0,368.0,3.0,872.0,396.42213253862155,196.5215954,27.0,0.0,0.3010938116,175.71907612831427,0.225,13.271127434280231,0.0,0.0,0.44144144144144143,2206.086957,9768708.657935638,0.5817402444,1.0,0.117165944,376.02016132478633
IAD_MIA,0.0,333.7926666666666,7.0,403.0,3.0,1137.0,333.04846153846154,170.5554931,29.0,0.0,0.3206572864,125.72760209676221,0.19444444444444445,10.782080561295594,0.0,0.0,0.3190045248868778,5430.76087,22492816.924133774,0.5404199107,1.0,0.1389228029,330.7469824278682
IAD_OAK,0.0,660.4885000000002,7.0,735.5,3.0,2879.0,703.7002453580902,426.051297,27.0,0.0,0.5488094816,191.51400655954774,0.20454545454545456,20.41905958860163,0.0,0.0,0.2597515602574091,3063.152174,13153384.60415343,0.3405485965,1.0,0.1106419219,568.550628077225
IAD_ORD,0.0,317.53433333333334,6.0,328.0,3.0,919.0,327.2246869070209,184.7237826,29.0,0.0,0.3700634581,147.70324265279578,0.1875,10.306076721763086,0.0,0.0,0.3651804670912951,4984.456522,17018327.50864943,0.2598730838,1.0,0.3700634581,314.52344204348407
IAD_SFO,0.0,523.507,7.0,535.0,3.0,2634.0,571.4762015503876,426.051297,25.0,0.0,0.5488094816,174.7604096985894,0.2222222222222222,21.736679306287424,0.0,0.0,0.20120320855614973,3063.152174,13153384.60415343,0.3405485965,1.0,0.1106419219,568.550628077225
JFK_LAX,0.0,474.1443333333334,7.0,382.0,3.0,2458.0,487.75263544729114,426.8098754,28.0,1.0,0.2802079937,262.8795095825374,0.20588235294117646,14.885125018330477,0.0,0.0,0.15534770231801545,12667.6087,45241018.88847073,0.4588217123000001,0.0,0.260970294,448.76641209449315
JFK_MIA,0.0,221.89666666666665,7.0,189.0,3.0,1104.0,220.13012100241048,184.0920563,28.0,1.0,0.3029342747,144.76995408054665,0.23684210526315788,7.942902659048595,0.0,0.0,0.17104072398190046,16258.36957,67505964.96263435,0.5491419135,0.0,0.1479238118,229.41864118689082
JFK_OAK,0.0,577.6015,7.0,665.0,3.0,3007.0,598.5763059250228,413.6668856,29.0,0.0,0.3468845686,253.43695142533147,0.2,17.51089128367395,0.0,0.0,0.2296416938110749,8839.23913,31351441.936409622,0.4292126265,1.0,0.2239028049,536.1699076481602
JFK_ORD,0.0,432.59766666666667,9.0,423.0,3.0,815.0,436.14835638297876,187.8161357,29.0,0.0,0.3864492632,154.4902450045137,0.23684210526315788,9.46600772768287,0.0,0.0,0.39950980392156865,10386.08696,36378427.14490212,0.22710147359999994,1.0,0.3864492632,282.853596287001
JFK_SFO,0.0,460.3681666666667,7.0,381.0,3.0,2566.0,497.5304626667537,413.6668856,30.0,1.0,0.3468845686,297.1167230611915,0.2052139037433155,17.604895372704558,0.0,0.0,0.14842228282041292,8839.23913,31351441.936409622,0.4292126265,0.0,0.2239028049,543.7691146179023
